    2016v3 --> 164408000 events
      2017 --> 101520000 events
      2018 --> 93446000 events
    2016v2 --> 89743000 events

recommended       type    mass         V2    ctau (mm)  ctauRatioToTheory   events                cross section  miniAOD directory
          *   majorana     2.0     0.0003      32.2100                  -   150000       4.747e+00 +- 1.832e-02   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0173205080757_2l_massiveAndCKM_LO
          *   majorana     2.0     0.0003      64.0585               0.56    50000       2.396e+00 +- 1.304e-02   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0173205080757_e_massiveAndCKM_LO
          *   majorana     2.0     0.0003      64.7804               0.57    50000       2.362e+00 +- 1.286e-02   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0173205080757_mu_massiveAndCKM_LO
          *   majorana     2.0     0.0003     185.7907               0.75    50000       1.200e-03 +- 6.524e-06   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0173205080757_tau_massiveAndCKM_LO
          *   majorana     2.0    0.00047      40.5435               0.56   200000       3.767e+00 +- 3.797e-03     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-2_V-0.0217715410571_e_massiveAndCKM_LO
          *   majorana     2.0    0.00047      40.5435               0.56   200000       3.766e+00 +- 3.792e-03     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-2_V-0.0217715410571_e_massiveAndCKM_LO
          *   majorana     2.0    0.00047      40.5435               0.56   400000       3.766e+00 +- 3.786e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0217715410571_e_massiveAndCKM_LO
          *   majorana     2.0    0.00047      41.0003               0.57   200000       3.718e+00 +- 3.735e-03     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-2_V-0.0217715410571_mu_massiveAndCKM_LO
          *   majorana     2.0    0.00047      41.0003               0.57   200000       3.715e+00 +- 3.747e-03     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-2_V-0.0217715410571_mu_massiveAndCKM_LO
          *   majorana     2.0    0.00047      41.0003               0.57   150000       3.716e+00 +- 3.736e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0217715410571_mu_massiveAndCKM_LO
          *   majorana     2.0     0.0005      16.4824                  -   150000       1.018e+01 +- 3.233e-02   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.022360679775_3l_massiveAndCKM_LO
          *   majorana     2.0     0.0005      19.3261                  -   150000       7.893e+00 +- 3.047e-02   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.022360679775_2l_massiveAndCKM_LO
          *   majorana     2.0     0.0005      38.4355               0.56    50000       3.998e+00 +- 2.176e-02   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.022360679775_e_massiveAndCKM_LO
          *   majorana     2.0     0.0005      38.8679               0.57    50000       3.938e+00 +- 2.144e-02   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.022360679775_mu_massiveAndCKM_LO
          *   majorana     2.0     0.0005     111.4748               0.75    90000       1.984e-03 +- 1.089e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.022360679775_tau_massiveAndCKM_LO
          *   majorana     2.0    0.00062      31.1467               0.56   194000       4.906e+00 +- 4.933e-03     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-2_V-0.0248394846967_e_massiveAndCKM_LO
          *   majorana     2.0    0.00062      31.1467               0.56   250000       4.900e+00 +- 4.939e-03     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-2_V-0.0248394846967_e_massiveAndCKM_LO
          *   majorana     2.0    0.00062      31.1467               0.56   472020       4.903e+00 +- 4.939e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0248394846967_e_massiveAndCKM_LO
          *   majorana     2.0    0.00062      31.4979               0.57   166000       4.838e+00 +- 4.869e-03     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-2_V-0.0248394846967_mu_massiveAndCKM_LO
          *   majorana     2.0    0.00062      31.4979               0.57   250000       4.838e+00 +- 4.863e-03     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-2_V-0.0248394846967_mu_massiveAndCKM_LO
          *   majorana     2.0    0.00062      31.4979               0.57   133000       4.836e+00 +- 4.864e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0248394846967_mu_massiveAndCKM_LO
          *   majorana     2.0    0.00062      90.3353               0.75    77000       2.444e-03 +- 2.463e-06   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0248394846967_tau_massiveAndCKM_LO
          *   majorana     2.0     0.0012      44.7295               0.75   164000       4.937e-03 +- 4.961e-06     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-2_V-0.0353_tau_massiveAndCKM_LO
          *   majorana     2.0     0.0012      44.7295               0.75    16000       4.940e-03 +- 6.796e-06     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-2_V-0.0353_tau_massiveAndCKM_LO_tauLeptonic
          *   majorana     2.0     0.0012      44.7295               0.75   244000       4.941e-03 +- 4.961e-06     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-2_V-0.0353_tau_massiveAndCKM_LO
          *   majorana     2.0     0.0012      44.7295               0.75    43000       4.938e-03 +- 4.960e-06     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-2_V-0.0353_tau_massiveAndCKM_LO_tauLeptonic
          *   majorana     2.0     0.0012      44.7295               0.75    33000       4.939e-03 +- 4.960e-06   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0353_tau_massiveAndCKM_LO
          *   majorana     2.0     0.0012      44.7295               0.75    71000       4.937e-03 +- 4.958e-06   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-2_V-0.0353_tau_massiveAndCKM_LO_tauLeptonic
          *   majorana     1.0      0.004      81.8029                  -   100000       6.229e+01 +- 5.719e-02     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-1_V-0.0632455532034_2l_massiveAndCKM_LO
          *   majorana     1.0      0.004      81.8029                  -   100000       6.258e+01 +- 1.199e-01     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-1_V-0.0632455532034_2l_massiveAndCKM_LO
          *   majorana     1.0      0.004      81.8029                  -   100000       6.217e+01 +- 6.450e-02   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-1_V-0.0632455532034_2l_massiveAndCKM_LO
          *   majorana     1.0      0.009      70.7357               0.51   200000       7.150e+01 +- 7.190e-02     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-1_V-0.0949736805647_e_massiveAndCKM_LO
          *   majorana     1.0      0.009      70.7357               0.51   200000       7.146e+01 +- 7.208e-02     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-1_V-0.0949736805647_e_massiveAndCKM_LO
          *   majorana     1.0      0.009      70.7357               0.51   249010       7.146e+01 +- 7.189e-02   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-1_V-0.0949736805647_e_massiveAndCKM_LO
          *   majorana     1.0      0.009      74.2223               0.54   200000       6.873e+01 +- 6.917e-02     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-1_V-0.0949736805647_mu_massiveAndCKM_LO
          *   majorana     1.0      0.009      74.2223               0.54   250000       6.871e+01 +- 6.903e-02     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-1_V-0.0949736805647_mu_massiveAndCKM_LO
          *   majorana     1.0      0.009      74.2223               0.54   250000       6.872e+01 +- 6.918e-02   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-1_V-0.0949736805647_mu_massiveAndCKM_LO
          *   majorana     1.0       0.02      16.3604                  -   100000       3.109e+02 +- 3.641e-01     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-1_V-0.141421356237_2l_massiveAndCKM_LO
          *   majorana     1.0       0.02      16.3604                  -   100000       3.131e+02 +- 4.240e-01     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-1_V-0.141421356237_2l_massiveAndCKM_LO
          *   majorana     1.0       0.02      16.3604                  -   100000       3.108e+02 +- 1.183e+00   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-1_V-0.141421356237_2l_massiveAndCKM_LO
          *   majorana     1.0      0.045      14.1471               0.51   200000       3.572e+02 +- 3.590e-01     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-1_V-0.212367605816_e_massiveAndCKM_LO
          *   majorana     1.0      0.045      14.1471               0.51   250000       3.572e+02 +- 3.594e-01     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-1_V-0.212367605816_e_massiveAndCKM_LO
          *   majorana     1.0      0.045      14.1471               0.51   249010       3.571e+02 +- 3.602e-01   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-1_V-0.212367605816_e_massiveAndCKM_LO
          *   majorana     1.0      0.045      14.8445               0.54   200000       3.436e+02 +- 3.466e-01     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_lljj_M-1_V-0.212367605816_mu_massiveAndCKM_LO
          *   majorana     1.0      0.045      14.8445               0.54   250000       3.437e+02 +- 3.461e-01     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_lljj_M-1_V-0.212367605816_mu_massiveAndCKM_LO
          *   majorana     1.0      0.045      14.8445               0.54   250000       3.436e+02 +- 3.460e-01   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_lljj_M-1_V-0.212367605816_mu_massiveAndCKM_LO
          -      dirac    10.0    1.2e-06       6.8856               0.94   250000       2.764e-03 +- 1.213e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-10_V-0.00107238052948_e_Dirac_massiveAndCKM_LO
          -      dirac    10.0    1.2e-06       6.8889               0.99   250000       2.761e-03 +- 1.192e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-10_V-0.00107238052948_mu_Dirac_massiveAndCKM_LO
          -      dirac    10.0    2.3e-06       4.0372               0.79   250000       5.552e-03 +- 2.432e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-10_V-0.00152_tau_Dirac_massiveAndCKM_LO
          -      dirac     5.0    4.2e-06      69.5752               0.97   250000       9.816e-03 +- 4.266e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-5_V-0.00205669638012_e_Dirac_massiveAndCKM_LO
          -      dirac     5.0    4.2e-06      69.7706               1.01   250000       9.831e-03 +- 4.279e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-5_V-0.00205669638012_mu_Dirac_massiveAndCKM_LO
          -      dirac     8.0    4.6e-06       5.4525               0.94   250000       1.095e-02 +- 4.860e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-8_V-0.00214242852856_e_Dirac_massiveAndCKM_LO
          -      dirac     8.0    4.6e-06       5.4596               0.98   250000       1.096e-02 +- 4.789e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-8_V-0.00214242852856_mu_Dirac_massiveAndCKM_LO
          -      dirac    15.0      6e-06       0.0560                  -     1000       4.209e-02 +- 1.856e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-15_V-0.00244948974278_3l_Dirac_massiveAndCKM_LO
          -      dirac    15.0      6e-06       0.0822                  -     1000       2.806e-02 +- 1.502e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-15_V-0.00244948974278_2l_Dirac_massiveAndCKM_LO
          -      dirac    15.0      6e-06       0.1650               0.96     1000       1.396e-02 +- 3.124e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-15_V-0.00244948974278_e_Dirac_massiveAndCKM_LO
          -      dirac    15.0      6e-06       0.1653               1.01     1000       1.423e-02 +- 3.184e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-15_V-0.00244948974278_mu_Dirac_massiveAndCKM_LO
          -      dirac    15.0      6e-06       0.1775               0.82     1000       1.405e-02 +- 3.155e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-15_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO
          -      dirac    10.0      6e-06       0.4615                  -     1000       4.308e-02 +- 1.909e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-10_V-0.00244948974278_3l_Dirac_massiveAndCKM_LO
          -      dirac    10.0      6e-06       0.6593                  -     1000       2.838e-02 +- 1.520e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-10_V-0.00244948974278_2l_Dirac_massiveAndCKM_LO
          -      dirac    10.0      6e-06       1.3197               0.94     1000       1.427e-02 +- 3.227e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-10_V-0.00244948974278_e_Dirac_massiveAndCKM_LO
          -      dirac    10.0      6e-06       1.3204               0.99     1000       1.452e-02 +- 3.283e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-10_V-0.00244948974278_mu_Dirac_massiveAndCKM_LO
          -      dirac     8.0      6e-06       1.4963                  -     1000       4.278e-02 +- 1.897e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-8_V-0.00244948974278_3l_Dirac_massiveAndCKM_LO
          -      dirac    10.0      6e-06       1.5546               0.79     1000       1.446e-02 +- 3.270e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-10_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO
          -      dirac     8.0      6e-06       2.0847                  -     1000       2.844e-02 +- 1.524e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-8_V-0.00244948974278_2l_Dirac_massiveAndCKM_LO
          -      dirac     8.0      6e-06       4.1712               0.94    98000       1.435e-02 +- 6.373e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-8_V-0.00244948974278_e_Dirac_massiveAndCKM_LO
          -      dirac     8.0      6e-06       4.1766               0.98    99000       1.432e-02 +- 6.320e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-8_V-0.00244948974278_mu_Dirac_massiveAndCKM_LO
          -      dirac     8.0      6e-06       5.3622               0.81   100000       1.433e-02 +- 6.235e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-8_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO
          -      dirac     5.0      6e-06      19.1814                  -     1000       4.128e-02 +- 1.819e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-5_V-0.00244948974278_3l_Dirac_massiveAndCKM_LO
          -      dirac     5.0      6e-06      24.5697                  -     1000       2.753e-02 +- 1.480e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-5_V-0.00244948974278_2l_Dirac_massiveAndCKM_LO
          -      dirac     5.0      6e-06      49.0503               0.97    98000       1.393e-02 +- 6.093e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-5_V-0.00244948974278_e_Dirac_massiveAndCKM_LO
          -      dirac     5.0      6e-06      49.1887               1.01    99000       1.395e-02 +- 6.116e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-5_V-0.00244948974278_mu_Dirac_massiveAndCKM_LO
          -      dirac     4.0      6e-06      66.3037                  -     1000       3.993e-02 +- 1.759e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-4_V-0.00244948974278_3l_Dirac_massiveAndCKM_LO
          -      dirac     4.0      6e-06      80.7387                  -     1000       2.741e-02 +- 1.473e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-4_V-0.00244948974278_2l_Dirac_massiveAndCKM_LO
          -      dirac     5.0      6e-06      88.4100               1.04    98000       1.320e-02 +- 5.775e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-5_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO
          -      dirac     4.0      6e-06     161.7788               1.01     1000       1.385e-02 +- 3.138e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-4_V-0.00244948974278_e_Dirac_massiveAndCKM_LO
          -      dirac     4.0      6e-06     162.0749               1.04     1000       1.392e-02 +- 3.153e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-4_V-0.00244948974278_mu_Dirac_massiveAndCKM_LO
          -      dirac     3.0      6e-06     321.2664                  -     1000       3.918e-02 +- 1.727e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-3_V-0.00244948974278_3l_Dirac_massiveAndCKM_LO
          -      dirac     4.0      6e-06     367.0668               1.28     1000       1.169e-02 +- 2.642e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-4_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO
          -      dirac     3.0      6e-06     377.9902                  -     1000       2.776e-02 +- 1.492e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-3_V-0.00244948974278_2l_Dirac_massiveAndCKM_LO
          -      dirac     3.0      6e-06     755.2737               1.07     1000       1.392e-02 +- 3.156e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-3_V-0.00244948974278_e_Dirac_massiveAndCKM_LO
          -      dirac     3.0      6e-06     760.8256               1.10     1000       1.411e-02 +- 3.199e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-3_V-0.00244948974278_mu_Dirac_massiveAndCKM_LO
          -      dirac     3.0      6e-06    2121.7064               1.55    92000       8.597e-03 +- 3.817e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-3_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO
          -      dirac     2.0      6e-06    2754.9694                  -     1000       4.082e-02 +- 1.799e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-2_V-0.00244948974278_3l_Dirac_massiveAndCKM_LO
          -      dirac     2.0      6e-06    3209.3399                  -     1000       2.953e-02 +- 1.587e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-2_V-0.00244948974278_2l_Dirac_massiveAndCKM_LO
          -      dirac     2.0      6e-06    6371.9018               1.11    97000       1.482e-02 +- 6.543e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-2_V-0.00244948974278_e_Dirac_massiveAndCKM_LO
          -      dirac     2.0      6e-06    6456.2885               1.14    98000       1.485e-02 +- 6.496e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-2_V-0.00244948974278_mu_Dirac_massiveAndCKM_LO
          -      dirac     2.0      6e-06   18626.3652               1.50    97000       6.310e-03 +- 2.765e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-2_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO
          -      dirac     2.0      6e-06   18626.3652               1.50    27000       6.302e-03 +- 2.878e-06   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-2_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO_tauLeptonic
          -      dirac    15.0      8e-06       0.0420                  -     1000       5.612e-02 +- 2.475e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-15_V-0.00282842712475_3l_Dirac_massiveAndCKM_LO
          -      dirac    15.0      8e-06       0.0617                  -     1000       3.732e-02 +- 1.997e-04   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-15_V-0.00282842712475_2l_Dirac_massiveAndCKM_LO
          -      dirac    15.0      8e-06       0.1237               0.96     1000       1.862e-02 +- 4.167e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-15_V-0.00282842712475_e_Dirac_massiveAndCKM_LO
          -      dirac    15.0      8e-06       0.1240               1.01     1000       1.886e-02 +- 4.221e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-15_V-0.00282842712475_mu_Dirac_massiveAndCKM_LO
          -      dirac    15.0      8e-06       0.1331               0.82     1000       1.876e-02 +- 4.213e-05   2016v2 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018/displaced/HeavyNeutrino_trilepton_M-15_V-0.00282842712475_tau_Dirac_massiveAndCKM_LO
